"","subject","block","trial","rt","card1","card2","ch_card","unch_card","key1","key2","response_key","ch_key","unch_key","reward","reward_oneback","prob_ch","prob_unch","stay_card","stay_key","stay_unch","reoffer_ch_card","reoffer_unch_card","reoffer_ch_key","reoffer_unch_key","accuracy","delta_exp_value","number_inattention","instructions_mistakes","bonus","card_in_left","card_in_middle_left","card_in_middle_right","card_in_right","counterbalance_reward","counterbalance_stimuli","prob_reward_1","prob_reward_2","prob_reward_3","prob_reward_4","exclude_trial_omission","exclude_inattention"
"15437",82,"3",125,424,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","0","1",0.702,0.493,0,1,0,1,1,1,0,1,0.209,0,5,0,"null","null","cyan","red",1,2,0.768,0.451,0.702,0.493,FALSE,FALSE
"15438",82,"3",126,603,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","0",0.475,0.731,0,0,0,1,1,0,0,0,0.256,0,5,0,"cyan","red","null","null",1,2,0.731,0.475,0.725,0.503,FALSE,FALSE
"15439",82,"3",127,452,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","0",0.472,0.742,1,1,0,1,1,1,1,0,0.27,0,5,0,"cyan","red","null","null",1,2,0.742,0.472,0.703,0.51,FALSE,FALSE
"15440",82,"3",128,423,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","0",0.495,0.723,1,1,0,1,1,1,1,0,0.228,0,5,0,"cyan","red","null","null",1,2,0.723,0.495,0.679,0.469,FALSE,FALSE
"15441",82,"3",129,867,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","0",0.49,0.689,0,1,0,1,1,1,0,0,0.199,0,5,0.005,"null","cyan","red","null",1,2,0.741,0.49,0.689,0.495,FALSE,FALSE
"15442",82,"3",130,434,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","1",0.52,0.708,0,1,0,1,1,1,0,0,0.188,0,5,0,"cyan","red","null","null",1,2,0.708,0.52,0.684,0.478,FALSE,FALSE
"15443",82,"3",131,528,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","0","0",0.504,0.694,0,1,0,1,1,1,0,0,0.19,0,5,0,"null","cyan","red","null",1,2,0.699,0.504,0.694,0.461,FALSE,FALSE
"15444",82,"3",132,397,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","0","0",0.686,0.459,0,0,1,1,1,0,1,1,0.227,0,5,0,"null","null","red","cyan",1,2,0.707,0.526,0.686,0.459,FALSE,FALSE
"15445",82,"3",133,357,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","0",0.711,0.466,1,1,0,1,1,1,1,1,0.245,0,5,0.005,"null","null","red","cyan",1,2,0.7,0.542,0.711,0.466,FALSE,FALSE
"15446",82,"3",134,377,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","1",0.691,0.498,1,1,0,1,1,1,0,1,0.193,0,5,0.005,"null","cyan","red","null",1,2,0.717,0.498,0.691,0.433,FALSE,FALSE
"15447",82,"3",135,388,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.703,0.727,1,1,0,1,1,1,0,0,0.024,0,5,0.005,"cyan","null","red","null",1,2,0.727,0.516,0.703,0.437,FALSE,FALSE
"15448",82,"3",136,399,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.706,0.749,1,1,0,1,1,1,1,0,0.043,0,5,0.005,"cyan","null","red","null",1,2,0.749,0.502,0.706,0.456,FALSE,FALSE
"15449",82,"3",137,590,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","1",0.513,0.765,0,0,0,1,1,0,1,0,0.252,0,5,0.005,"red","cyan","null","null",1,2,0.765,0.513,0.716,0.442,FALSE,FALSE
"15450",82,"3",138,387,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","0","1",0.506,0.778,1,1,0,1,1,1,1,0,0.272,0,5,0,"red","cyan","null","null",1,2,0.778,0.506,0.739,0.441,FALSE,FALSE
"15451",82,"3",139,519,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","0",0.732,0.422,0,0,0,1,1,0,0,1,0.31,0,5,0.005,"null","null","red","cyan",1,2,0.737,0.492,0.732,0.422,FALSE,FALSE
"15452",82,"3",140,610,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","1",0.545,0.421,1,0,0,1,1,0,1,1,0.124,0,5,0.005,"null","red","null","cyan",1,2,0.736,0.545,0.725,0.421,FALSE,FALSE
"15453",82,"3",141,508,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","0","1",0.735,0.544,0,0,0,1,1,1,0,1,0.191,0,5,0,"null","red","cyan","null",1,2,0.754,0.544,0.735,0.382,FALSE,FALSE
"15454",82,"3",142,458,"red","cyan","red","cyan","right","left","k","right","left","1","0",0.383,0.78,0,0,0,1,1,0,0,0,0.397,0,5,0.005,"cyan","null","null","red",1,2,0.78,0.539,0.752,0.383,FALSE,FALSE
"15455",82,"3",143,638,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","1",0.756,0.525,1,0,0,1,1,0,0,1,0.231,0,5,0.005,"null","cyan","red","null",1,2,0.82,0.525,0.756,0.384,FALSE,FALSE
"15456",82,"3",144,455,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","1","1",0.514,0.85,1,0,1,1,1,0,1,0,0.336,0,5,0.005,"cyan","red","null","null",1,2,0.85,0.514,0.763,0.366,FALSE,FALSE
"15457",82,"3",145,380,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","1",0.523,0.365,0,1,0,1,1,1,0,1,0.158,0,5,0,"null","cyan","null","red",1,2,0.85,0.523,0.785,0.365,FALSE,FALSE
"15458",82,"3",146,610,"red","cyan","cyan","red","right","left","s","left","right","1","0",0.85,0.36,1,0,0,1,1,0,1,1,0.49,0,5,0.005,"cyan","null","null","red",1,2,0.85,0.494,0.792,0.36,FALSE,FALSE
"15459",82,"3",147,545,"red","cyan","red","cyan","right","left","k","right","left","1","1",0.323,0.85,0,0,1,1,1,1,1,0,0.527,0,5,0.005,"cyan","null","null","red",1,2,0.85,0.475,0.81,0.323,FALSE,FALSE
"15460",82,"3",148,408,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","0","1",0.327,0.493,1,1,0,1,1,1,0,0,0.166,0,5,0,"null","cyan","null","red",1,2,0.85,0.493,0.794,0.327,FALSE,FALSE
"15461",82,"3",149,387,"red","cyan","cyan","red","left","right","k","right","left","0","0",0.359,0.85,0,1,0,1,1,1,0,0,0.491,0,5,0,"red","null","null","cyan",1,2,0.85,0.501,0.799,0.359,FALSE,FALSE
"15462",82,"3",150,969,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","0",0.524,0.783,1,0,0,1,1,0,0,0,0.259,0,5,0.005,"null","cyan","red","null",1,2,0.85,0.524,0.783,0.366,FALSE,FALSE
"15463",82,"4",151,1385,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.789,0.371,0,0,1,1,1,0,1,1,0.418,0,5,0.005,"null","null","red","cyan",1,2,0.816,0.525,0.789,0.371,FALSE,FALSE
"15464",82,"4",152,302,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.786,0.788,1,1,0,1,1,1,0,0,0.002,0,5,0.005,"cyan","null","red","null",1,2,0.788,0.539,0.786,0.376,FALSE,FALSE
"15465",82,"4",153,381,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.783,0.334,1,1,0,1,1,1,0,1,0.449,0,5,0.005,"null","null","red","cyan",1,2,0.8,0.539,0.783,0.334,FALSE,FALSE
"15466",82,"4",154,406,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","1",0.77,0.556,1,1,0,1,1,1,0,1,0.214,0,5,0.005,"null","cyan","red","null",1,2,0.778,0.556,0.77,0.354,FALSE,FALSE
"15467",82,"4",155,583,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","1","1",0.53,0.785,1,0,1,1,1,0,1,0,0.255,0,5,0.005,"cyan","red","null","null",1,2,0.785,0.53,0.777,0.348,FALSE,FALSE
"15468",82,"4",156,381,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","1",0.519,0.774,1,1,0,1,1,1,0,0,0.255,0,5,0.005,"null","red","cyan","null",1,2,0.805,0.519,0.774,0.359,FALSE,FALSE
"15469",82,"4",157,322,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","0","1",0.505,0.815,0,1,0,1,1,1,0,0,0.31,0,5,0,"red","cyan","null","null",1,2,0.815,0.505,0.779,0.352,FALSE,FALSE
"15470",82,"4",158,463,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","0",0.508,0.757,0,1,0,1,1,1,0,0,0.249,0,5,0.005,"null","red","cyan","null",1,2,0.804,0.508,0.757,0.361,FALSE,FALSE
"15471",82,"4",159,713,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.721,0.342,0,0,1,1,1,0,1,1,0.379,0,5,0.005,"null","null","cyan","red",1,2,0.805,0.509,0.721,0.342,FALSE,FALSE
"15472",82,"4",160,345,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.738,0.331,0,1,0,1,1,1,1,1,0.407,0,5,0.005,"null","null","red","cyan",1,2,0.81,0.52,0.738,0.331,FALSE,FALSE
"15473",82,"4",161,495,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","1",0.52,0.81,0,0,0,1,1,0,0,0,0.29,0,5,0.005,"red","cyan","null","null",1,2,0.81,0.52,0.766,0.321,FALSE,FALSE
"15474",82,"4",162,671,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.733,0.304,0,0,0,1,1,0,0,1,0.429,0,5,0.005,"null","null","red","cyan",1,2,0.817,0.514,0.733,0.304,FALSE,FALSE
"15475",82,"4",163,686,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.687,0.787,0,1,0,1,1,1,0,0,0.1,0,5,0.005,"red","null","cyan","null",1,2,0.787,0.531,0.687,0.311,FALSE,FALSE
"15476",82,"4",164,428,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.691,0.324,0,1,0,1,1,1,0,1,0.367,0,5,0.005,"null","null","red","cyan",1,2,0.768,0.519,0.691,0.324,FALSE,FALSE
"15477",82,"4",165,1592,"red","cyan","cyan","red","left","right","k","right","left","0","1",0.357,0.765,0,0,1,1,1,0,1,0,0.408,0,5,0,"red","null","null","cyan",1,2,0.765,0.528,0.727,0.357,FALSE,FALSE
"15478",82,"4",166,406,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","0",0.713,0.768,0,0,0,1,1,0,1,0,0.055,0,5,0.005,"cyan","null","red","null",1,2,0.768,0.512,0.713,0.352,FALSE,FALSE
"15479",82,"4",167,359,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.751,0.312,0,1,0,1,1,1,0,1,0.439,0,5,0.005,"null","null","cyan","red",1,2,0.772,0.503,0.751,0.312,FALSE,FALSE
"15480",82,"4",168,349,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","0","1",0.773,0.813,0,1,0,1,1,1,0,0,0.0399999999999999,0,5,0,"cyan","null","red","null",1,2,0.813,0.492,0.773,0.324,FALSE,FALSE
"15481",82,"4",169,427,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","0",0.765,0.796,1,1,0,1,1,1,1,0,0.031,0,5,0.005,"cyan","null","red","null",1,2,0.796,0.49,0.765,0.361,FALSE,FALSE
"15482",82,"4",170,435,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","0","1",0.461,0.344,1,0,0,1,1,0,0,1,0.117,0,5,0,"null","red","null","cyan",1,2,0.807,0.461,0.756,0.344,FALSE,FALSE
"15483",82,"4",171,446,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","1","0",0.412,0.797,1,1,0,1,1,1,0,0,0.385,0,5,0.005,"cyan","red","null","null",1,2,0.797,0.412,0.683,0.365,FALSE,FALSE
"15484",82,"4",172,412,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.644,0.772,0,0,0,1,1,0,1,0,0.128,0,5,0.005,"red","null","cyan","null",1,2,0.772,0.421,0.644,0.344,FALSE,FALSE
"15485",82,"4",173,357,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.635,0.364,0,1,0,1,1,1,0,1,0.271,0,5,0.005,"null","null","red","cyan",1,2,0.751,0.428,0.635,0.364,FALSE,FALSE
"15486",82,"4",174,383,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.632,0.753,0,1,0,1,1,1,0,0,0.121,0,5,0.005,"red","null","cyan","null",1,2,0.753,0.452,0.632,0.37,FALSE,FALSE
"15487",82,"4",175,376,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.628,0.365,0,1,0,1,1,1,0,1,0.263,0,5,0.005,"null","null","red","cyan",1,2,0.765,0.481,0.628,0.365,FALSE,FALSE
"15488",82,"4",176,397,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.657,0.518,0,1,0,1,1,1,0,1,0.139,0,5,0.005,"null","red","cyan","null",1,2,0.792,0.518,0.657,0.369,FALSE,FALSE
"15489",82,"4",177,394,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.669,0.511,1,1,0,1,1,1,1,1,0.158,0,5,0.005,"null","red","cyan","null",1,2,0.771,0.511,0.669,0.376,FALSE,FALSE
"15490",82,"4",178,1304,"red","cyan","red","cyan","right","left","k","right","left","1","1",0.367,0.771,0,0,0,1,1,0,0,0,0.404,0,5,0.005,"cyan","null","null","red",1,2,0.771,0.501,0.698,0.367,FALSE,FALSE
"15491",82,"4",179,387,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.717,0.315,0,0,0,1,1,1,0,1,0.402,0,5,0.005,"null","null","cyan","red",1,2,0.714,0.513,0.717,0.315,FALSE,FALSE
"15492",82,"4",180,488,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","1",0.51,0.688,0,0,0,1,1,0,0,0,0.178,0,5,0,"cyan","red","null","null",1,2,0.688,0.51,0.718,0.294,FALSE,FALSE
"15493",82,"4",181,427,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","0","0",0.499,0.301,1,1,0,1,1,1,0,1,0.198,0,5,0,"null","red","null","cyan",1,2,0.685,0.499,0.733,0.301,FALSE,FALSE
"15494",82,"4",182,975,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","0","0",0.73,0.53,1,0,0,1,1,1,0,1,0.2,0,5,0,"null","cyan","red","null",1,2,0.705,0.53,0.73,0.293,FALSE,FALSE
"15495",82,"4",183,545,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","0","0",0.55,0.727,1,0,1,1,1,1,1,0,0.177,0,5,0,"null","red","cyan","null",1,2,0.738,0.55,0.727,0.271,FALSE,FALSE
"15496",82,"4",184,1252,"red","cyan","cyan","red","middle_right","right","k","right","middle_right","0","0",0.277,0.71,0,0,0,1,1,0,1,0,0.433,0,5,0,"null","null","red","cyan",1,2,0.744,0.559,0.71,0.277,FALSE,FALSE
"15497",82,"4",185,467,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","0",0.71,0.74,1,0,1,1,1,0,1,0,0.03,0,5,0.005,"red","null","cyan","null",1,2,0.74,0.54,0.71,0.279,FALSE,FALSE
"15498",82,"4",186,339,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.737,0.754,0,1,0,1,1,1,1,0,0.017,0,5,0.005,"cyan","null","red","null",1,2,0.754,0.56,0.737,0.306,FALSE,FALSE
"15499",82,"4",187,1033,"red","cyan","red","cyan","right","left","k","right","left","1","1",0.329,0.758,1,0,0,1,1,0,1,0,0.429,0,5,0.005,"cyan","null","null","red",1,2,0.758,0.551,0.768,0.329,FALSE,FALSE
"15500",82,"4",188,509,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","0","1",0.57,0.766,0,0,0,1,1,0,1,0,0.196,0,5,0,"red","cyan","null","null",1,2,0.766,0.57,0.746,0.336,FALSE,FALSE
"15501",82,"4",189,436,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","0",0.75,0.325,1,0,0,1,1,0,0,1,0.425,0,5,0.005,"null","null","cyan","red",1,2,0.742,0.591,0.75,0.325,FALSE,FALSE
"15502",82,"4",190,1000,"red","cyan","cyan","red","left","right","k","right","left","1","1",0.357,0.727,1,0,1,1,1,0,1,0,0.37,0,5,0.005,"red","null","null","cyan",1,2,0.727,0.595,0.745,0.357,FALSE,FALSE
"15503",82,"4",191,525,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","1",0.731,0.613,0,0,0,1,1,0,0,1,0.118,0,5,0.005,"null","cyan","red","null",1,2,0.742,0.613,0.731,0.379,FALSE,FALSE
"15504",82,"4",192,1049,"red","cyan","cyan","red","middle_left","left","s","left","middle_left","1","1",0.733,0.609,0,0,0,1,1,0,1,1,0.124,0,5,0.005,"cyan","red","null","null",1,2,0.733,0.609,0.739,0.375,FALSE,FALSE
"15505",82,"4",193,880,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.694,0.362,0,1,0,1,1,1,0,1,0.332,0,5,0.005,"red","null","null","cyan",1,2,0.694,0.624,0.694,0.362,FALSE,FALSE
"15506",82,"4",194,859,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.716,0.38,1,1,0,1,1,1,1,1,0.336,0,5,0.005,"red","null","null","cyan",1,2,0.716,0.625,0.701,0.38,FALSE,FALSE
"15507",82,"4",195,624,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","1","1",0.722,0.609,1,1,0,1,1,1,0,1,0.113,0,5,0.005,"red","cyan","null","null",1,2,0.722,0.609,0.689,0.344,FALSE,FALSE
"15508",82,"4",196,721,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","1","1",0.779,0.591,1,1,0,1,1,1,1,1,0.188,0,5,0.005,"red","cyan","null","null",1,2,0.779,0.591,0.638,0.365,FALSE,FALSE
"15509",82,"4",197,466,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.766,0.347,1,1,0,1,1,1,0,1,0.419,0,5,0.005,"red","null","null","cyan",1,2,0.766,0.576,0.662,0.347,FALSE,FALSE
"15510",82,"4",198,440,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.647,0.746,0,0,0,1,1,1,0,0,0.099,0,5,0.005,"red","null","cyan","null",1,2,0.746,0.59,0.647,0.356,FALSE,FALSE
"15511",82,"4",199,517,"red","cyan","red","cyan","left","right","s","left","right","0","1",0.72,0.372,0,0,1,1,1,0,1,1,0.348,0,5,0,"red","null","null","cyan",1,2,0.72,0.597,0.679,0.372,FALSE,FALSE
"15512",82,"4",200,362,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","0",0.695,0.379,1,0,0,1,1,0,1,1,0.316,0,5,0.005,"null","null","red","cyan",1,2,0.703,0.598,0.695,0.379,FALSE,FALSE
"15513",83,"1",3,773,"red","cyan","cyan","red","right","left","s","left","right","0","1",0.749,0.215,0,0,0,1,1,0,0,1,0.534,0,1,0,"cyan","null","null","red",1,2,0.749,0.578,0.623,0.215,FALSE,FALSE
"15514",83,"1",4,2602,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","0",0.625,0.715,0,0,0,1,1,1,0,0,0.09,0,1,0.005,"cyan","null","red","null",1,2,0.715,0.563,0.625,0.202,FALSE,FALSE
"15515",83,"1",5,2766,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.637,0.202,1,1,0,1,1,1,0,1,0.435,0,1,0.005,"null","null","red","cyan",1,2,0.725,0.548,0.637,0.202,FALSE,FALSE
"15516",83,"1",8,1956,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.663,0.224,1,1,0,1,1,1,0,1,0.439,0,1,0.005,"red","null","null","cyan",1,2,0.663,0.562,0.704,0.224,FALSE,FALSE
"15517",83,"1",9,995,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.694,0.665,1,0,0,1,1,1,0,1,0.0289999999999999,0,1,0.005,"cyan","null","red","null",1,2,0.665,0.596,0.694,0.267,FALSE,FALSE
"15518",83,"1",10,1008,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","0","1",0.697,0.582,1,0,1,1,1,0,1,1,0.115,0,1,0,"red","cyan","null","null",1,2,0.697,0.582,0.712,0.297,FALSE,FALSE
"15519",83,"1",11,1073,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","0","0",0.734,0.574,1,0,0,1,1,0,1,1,0.16,0,1,0,"null","cyan","red","null",1,2,0.711,0.574,0.734,0.309,FALSE,FALSE
"15520",83,"1",12,1017,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","0",0.576,0.306,0,0,1,1,1,0,1,1,0.27,0,1,0,"null","cyan","null","red",1,2,0.734,0.576,0.74,0.306,FALSE,FALSE
"15521",83,"1",13,1050,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","0",0.743,0.742,1,0,0,1,1,0,0,1,0.001,0,1,0.005,"red","null","cyan","null",1,2,0.742,0.59,0.743,0.294,FALSE,FALSE
"15522",83,"1",14,1009,"red","cyan","cyan","red","middle_left","left","s","left","middle_left","1","1",0.741,0.603,1,0,1,1,1,0,1,1,0.138,0,1,0.005,"cyan","red","null","null",1,2,0.741,0.603,0.761,0.288,FALSE,FALSE
"15523",83,"1",15,1002,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.788,0.268,1,0,0,1,1,0,0,1,0.52,0,1,0.005,"null","null","cyan","red",1,2,0.7,0.612,0.788,0.268,FALSE,FALSE
"15524",83,"1",16,1688,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.792,0.601,1,1,0,1,1,1,0,1,0.191,0,1,0.005,"null","red","cyan","null",1,2,0.706,0.601,0.792,0.271,FALSE,FALSE
"15525",83,"1",17,1118,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.797,0.697,1,1,0,1,1,1,0,1,0.1,0,1,0.005,"red","null","cyan","null",1,2,0.697,0.615,0.797,0.288,FALSE,FALSE
"15526",83,"1",18,1191,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","1","1",0.712,0.791,0,0,1,1,1,1,1,0,0.0790000000000001,0,1,0.005,"red","null","cyan","null",1,2,0.712,0.623,0.791,0.277,FALSE,FALSE
"15527",83,"1",19,1384,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.787,0.589,0,0,1,1,1,0,1,1,0.198,0,1,0.005,"null","red","cyan","null",1,2,0.73,0.589,0.787,0.286,FALSE,FALSE
"15528",83,"1",20,1130,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","0","1",0.774,0.745,0,1,0,1,1,1,0,1,0.029,0,1,0,"cyan","null","red","null",1,2,0.745,0.612,0.774,0.312,FALSE,FALSE
"15529",83,"1",21,929,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","0",0.59,0.799,0,0,0,1,1,1,0,0,0.209,0,1,0.005,"null","cyan","red","null",1,2,0.734,0.59,0.799,0.312,FALSE,FALSE
"15530",83,"1",22,1087,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","1",0.588,0.357,0,1,0,1,1,1,0,1,0.231,0,1,0.005,"null","red","null","cyan",1,2,0.73,0.588,0.769,0.357,FALSE,FALSE
"15531",83,"1",23,1659,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.777,0.733,0,0,0,1,1,0,0,1,0.044,0,1,0.005,"red","null","cyan","null",1,2,0.733,0.591,0.777,0.362,FALSE,FALSE
"15532",83,"1",24,782,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","1",0.622,0.358,1,0,0,1,1,0,0,1,0.264,0,1,0.005,"null","cyan","null","red",1,2,0.719,0.622,0.739,0.358,FALSE,FALSE
"15533",83,"1",25,975,"red","cyan","red","cyan","right","middle_right","k","right","middle_right","0","1",0.32,0.77,0,0,1,1,1,0,1,0,0.45,0,1,0,"null","null","cyan","red",1,2,0.698,0.609,0.77,0.32,FALSE,FALSE
"15534",83,"1",26,1330,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","0","0",0.797,0.695,1,0,1,1,1,0,1,1,0.102,0,1,0,"cyan","null","red","null",1,2,0.695,0.632,0.797,0.322,FALSE,FALSE
"15535",83,"1",27,1333,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","0",0.623,0.301,1,0,0,1,1,0,0,1,0.322,0,1,0.005,"null","red","null","cyan",1,2,0.721,0.623,0.828,0.301,FALSE,FALSE
"15536",83,"1",28,899,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","0","1",0.576,0.85,1,1,0,1,1,1,0,0,0.274,0,1,0,"null","red","cyan","null",1,2,0.687,0.576,0.85,0.275,FALSE,FALSE
"15537",83,"1",29,1810,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","0",0.85,0.269,1,0,1,1,1,0,1,1,0.581,0,1,0.005,"null","null","red","cyan",1,2,0.668,0.585,0.85,0.269,FALSE,FALSE
"15538",83,"1",30,1567,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","1",0.559,0.274,0,0,0,1,1,0,1,1,0.285,0,1,0,"null","cyan","null","red",1,2,0.707,0.559,0.85,0.274,FALSE,FALSE
"15539",83,"1",31,917,"red","cyan","cyan","red","middle_left","right","k","right","middle_left","1","0",0.279,0.556,1,0,1,1,1,1,1,0,0.277,0,1,0.005,"null","red","null","cyan",1,2,0.664,0.556,0.85,0.279,FALSE,FALSE
"15540",83,"1",32,725,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","1","1",0.294,0.544,0,1,0,1,1,1,1,0,0.25,0,1,0.005,"null","cyan","null","red",1,2,0.644,0.544,0.85,0.294,FALSE,FALSE
"15541",83,"1",33,965,"red","cyan","cyan","red","right","left","s","left","right","1","1",0.633,0.34,0,0,0,1,1,1,0,1,0.293,0,1,0.005,"cyan","null","null","red",1,2,0.633,0.549,0.85,0.34,FALSE,FALSE
"15542",83,"1",34,1954,"red","cyan","cyan","red","middle_left","right","k","right","middle_left","0","1",0.328,0.575,1,0,1,1,1,0,1,0,0.247,0,1,0,"null","red","null","cyan",1,2,0.621,0.575,0.831,0.328,FALSE,FALSE
"15543",83,"1",35,1160,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","0",0.803,0.565,1,0,0,1,1,0,1,1,0.238,0,1,0.005,"null","red","cyan","null",1,2,0.614,0.565,0.803,0.356,FALSE,FALSE
"15544",83,"1",36,869,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.778,0.359,1,1,0,1,1,1,0,1,0.419,0,1,0.005,"null","null","cyan","red",1,2,0.623,0.55,0.778,0.359,FALSE,FALSE
"15545",83,"1",37,1001,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.774,0.609,1,1,0,1,1,1,0,1,0.165,0,1,0.005,"red","null","cyan","null",1,2,0.609,0.572,0.774,0.335,FALSE,FALSE
"15546",83,"1",38,1010,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.791,0.611,1,1,0,1,1,1,1,1,0.18,0,1,0.005,"red","null","cyan","null",1,2,0.611,0.547,0.791,0.333,FALSE,FALSE
"15547",83,"1",39,741,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.833,0.536,1,1,0,1,1,1,0,1,0.297,0,1,0.005,"null","red","cyan","null",1,2,0.609,0.536,0.833,0.333,FALSE,FALSE
